,access,air_conditioning,alt_name,amenity,area,backrest,bench,bin,boundingbox,bridge,building,building:colour,building:levels,building:part,building:roof,bus,camera:angle,city,colour,contact:website,covered,description,display_name,drinking_water,ele,emergency,fee,fireplace,fixme,genus,geometry,height,highway,historic,indoor,information,int_name,internet_access,layer,leaf_cycle,leaf_type,leisure,level,lit,lockable,man_made,material,min_height,name,name:en,name:fr,name:ja,name:ja-Hira,name:ja-Latn,name:ja_kana,name:ja_rm,natural,nodes,note,note:ja,opening_hours,operator,passenger_information_display,picnic_table,place,playground,playground:theme,points,postcode,province,public_transport,railway,ref,roof,roof:colour,roof:material,roof:shape,room,seat,seats,shelter,shelter_type,smoking,source,source:geometry,source:landuse,source_ref,species,species:en,species:ja,sport,start_date,surface,table,taxon,toilets,toilets:access,tourism,train,type,ways,website,wheelchair,wikidata,wikipedia
"('way', 1001021441)",,,,shelter,,,,,"['35.4331966', '35.4364735', '137.8104213', '137.8158487']",,yes,,,,,,,飯田市,,,,,"三遠南信自動車道, 下瀬, 龍江, 飯田市, 長野県, 〒399-2223 長野県, 日本",,,,,,,,"POLYGON ((137.8148143 35.4348649, 137.8148951 35.4348771, 137.8148852 35.4349205, 137.8151359 35.4349582, 137.8151592 35.4349885, 137.8152964 35.4351666, 137.8153994 35.4351139, 137.8154226 35.435144, 137.8152896 35.435212, 137.8151218 35.4349941, 137.8147961 35.4349451, 137.8148143 35.4348649))",,,,,,,,1,,,,,,,,,,,,,,,,,,,"[9239899839, 9239899840, 9239899841, 9239899842, 9239899849, 9239899843, 9239899844, 9239899845, 9239899846, 9239899847, 9239899848, 9239899839]",,,,,,,Nagano,,,POINT (137.8150878380612 35.4350177752181),〒399-2223 長野県,長野県,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,
"('way', 1001264505)",,,,shelter,,,,,"['35.4244632', '35.4344632', '137.8117188', '137.8217188']",,yes,,,,,,,飯田市,,,,,"千代, 三遠南信自動車道, 下瀬, 下村, 飯田市, 長野県, 〒399-2223 長野県, 日本",,,,,,,,"POLYGON ((137.8167107 35.4296611, 137.8167507 35.4296642, 137.8167574 35.4296071, 137.8167174 35.429604, 137.8167107 35.4296611))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9242075811, 9242075812, 9242075813, 9242075814, 9242075811]",,,,,,,Nagano,,,POINT (137.81673405 35.4296341),〒399-2223 長野県,長野県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 1001619118)",,,,shelter,,,,,"['35.4408257', '35.4410768', '137.8171293', '137.8173166']",,yes,,,,,,,飯田市,,,,,"天竜峡, 天竜峡停車場線, 川路, 飯田市, 長野県, 399-2431, 日本",,,,,,,,"POLYGON ((137.8172984 35.4412331, 137.8173516 35.4412472, 137.8174947 35.440887, 137.8174416 35.440873, 137.8172984 35.4412331))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9245009205, 9245009206, 9245009207, 9245009208, 9245009205]",,,,,,,Nagano,,,POINT (137.8173965474355 35.44106014662533),399-2431,長野県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 1001619119)",,,,shelter,,,,,"['35.4408257', '35.4410768', '137.8171293', '137.8173166']",,yes,,,,,,,飯田市,,,,,"天竜峡, 天竜峡停車場線, 川路, 飯田市, 長野県, 399-2431, 日本",,,,,,,,"POLYGON ((137.8171731 35.4411813, 137.8172272 35.4411957, 137.8173686 35.4408428, 137.8173302 35.4408326, 137.8173166 35.4408666, 137.8172908 35.440931, 137.8172504 35.4410319, 137.8172347 35.4410278, 137.8171731 35.4411813))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9245009209, 9245009210, 9245009211, 9245009212, 9245009194, 9245009195, 9245009213, 9245009214, 9245009209]",,,,,,,Nagano,,,POINT (137.8172685973979 35.44102812348508),399-2431,長野県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 1003371897)",,,,shelter,,,,,"['35.4587467', '35.459887', '137.8710073', '137.8718032']",,yes,,,,,,,飯田市,,,,,"神ノ峰城跡, 三遠南信自動車道, 下平, 飯田市, 長野県, 399-2601, 日本",,,,,,,,"POLYGON ((137.8713678 35.4597671, 137.8714089 35.4597648, 137.8714061 35.4597316, 137.871365 35.4597339, 137.8713678 35.4597671))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9259238262, 9259238263, 9259238264, 9259238265, 9259238262]",,,,,,,Nagano,,,POINT (137.87138695 35.45974935),399-2601,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 1003371918)",,,,shelter,,,,,"['35.4593161', '35.4609411', '137.8818241', '137.8828999']",,yes,,,,,,,飯田市,,,,,"上久堅, 飯田市, 長野県, 399-2611, 日本",,,,,,,,"POLYGON ((137.8825225 35.4586897, 137.8825349 35.4587148, 137.8825611 35.4587062, 137.8825486 35.4586811, 137.8825225 35.4586897))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9259239993, 9259239994, 9259239995, 9259239996, 9259239993]",,,,,,,Nagano,,,POINT (137.8825417808659 35.45869795606961),399-2611,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 303404847)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"4, 奥志賀公園栄線, 木島平村, 下高井郡, 長野県, 389-2502, 日本",,,,,,,,"POLYGON ((138.495234 36.8486759, 138.4952595 36.8486877, 138.495285 36.848677, 138.495285 36.8486502, 138.4952595 36.8486394, 138.4952327 36.8486491, 138.495234 36.8486759))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[3077567700, 3077567701, 3077567702, 3077567703, 3077567704, 3077567705, 3077567700]",,,,,,,Nagano,,,POINT (138.4952592102934 36.84866321954971),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 591363420)",,,,shelter,,,,,"['36.7541725', '36.7542725', '138.3762137', '138.3763137']",,roof,,,,,,,中野市,,,,,"中山晋平之像, 国道292号, 大字一本木, 中野市, 長野県, 383-0046, 日本",,,,,,,,"POLYGON ((138.3763214 36.7540342, 138.3763451 36.7540062, 138.3764315 36.7540533, 138.3764078 36.7540812, 138.3763214 36.7540342))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5645816125, 5645816124, 5645816123, 5645816122, 5645816125]",,,,,,,Nagano,,,POINT (138.3763764337031 36.75404371383951),383-0046,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,picnic_site,,,,,,,
"('way', 591363430)",,,,shelter,,,,,"['36.7544482', '36.7545482', '138.3758954', '138.3759954']",,roof,,,,,,,中野市,,,,,"つどい, 国道292号, 大字一本木, 中野市, 長野県, 383-0046, 日本",,,,,,,,"POLYGON ((138.3760086 36.7546699, 138.3760046 36.7547123, 138.3759604 36.7547096, 138.3759644 36.7546672, 138.3760086 36.7546699))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5645816196, 5645816195, 5645816194, 5645816193, 5645816196]",,,,,,,Nagano,,,POINT (138.3759845 36.75468975),383-0046,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,picnic_site,,,,,,,
"('way', 631178683)",,,,shelter,,,,,"['36.738136', '36.7406379', '138.3674418', '138.3683374']",,yes,,,,,,,中野市,,,,,"三好町一丁目, 中野市, 長野県, 383-0034, 日本",,,,,,,,"POLYGON ((138.3675205 36.738608, 138.3675431 36.7385992, 138.3675548 36.7386185, 138.3675322 36.7386273, 138.3675205 36.738608))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5960535486, 5960535487, 5960535488, 5960535489, 5960535486]",,,,,,,Nagano,,,POINT (138.36753765 36.73861325),383-0034,長野県,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('way', 632592427)",,,,shelter,,,,,"['36.749258', '36.7518186', '138.3379214', '138.3386358']",,yes,,,,,,,中野市,,,,,"大字栗林, 中野市, 長野県, 383-0046, 日本",,,,,,,,"POLYGON ((138.3392443 36.7505789, 138.3392872 36.7505468, 138.3392496 36.7505145, 138.3392067 36.7505467, 138.3392443 36.7505789))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[5972782031, 5972782032, 5972782033, 5972782034, 5972782031]",,,,,,,Nagano,,,POINT (138.3392469513715 36.75054671666837),383-0046,長野県,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('way', 1002957410)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"岩菅山避難小屋, 奥志賀公園線, 山ノ内町, 下高井郡, 長野県, 日本",,,,,,,,"POLYGON ((138.5592954 36.7420771, 138.5592619 36.7420255, 138.5592053 36.7420491, 138.5592388 36.7421007, 138.5592954 36.7420771))",,,,,,,,,,,,,,,,,,岩菅山避難小屋,,,,,,,,,"[9255913745, 9255913744, 9255913743, 9255913742, 9255913745]",,,,,,,Nagano,,,POINT (138.55925035 36.7420631),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 1002957411)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"ぐんま県境稜線トレイル, 中之条町, 吾妻郡, 群馬県, 日本",,,,,,,,"POLYGON ((138.59093 36.7091941, 138.5909709 36.7092193, 138.5909936 36.7091957, 138.5909528 36.7091704, 138.59093 36.7091941))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9255913752, 9255913749, 9255913750, 9255913751, 9255913752]",,,,,,,Nagano,,,POINT (138.590961810283 36.70919486608678),,,,,,,,,,,,,,basic_hut,,,,,,,,,,,,,,,,,,,,,,,
"('way', 1002958599)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"渋沢避難小屋, ぐんま県境稜線トレイル, 栄村, 下水内郡, 長野県, 377‐1701, 日本",,,,,,,,"POLYGON ((138.629177 36.7630567, 138.6292104 36.763057, 138.6292112 36.7630044, 138.6291778 36.7630041, 138.629177 36.7630567))",,,,,,,,,,,,,,,,,,渋沢避難小屋,,,,,,,,,"[9255896489, 9255896486, 9255896487, 9255896488, 9255896489]",,,,,,,Nagano,,,POINT (138.6291941 36.76303055),,,,,,,,,,,,,,basic_hut,,,,,,,,,,,,,,,,,,,,,,,
"('node', 3722880970)",,,,shelter,,,,,[],,,,,,,,,,,,,,"登山者避難用シェルター, 林道群馬坂線, 嬬恋村, 吾妻郡, 群馬県, 377-1512, 日本",,,,,,,,POINT (138.5142873 36.4085727),,,,,,,,,,,,,,,,,,登山者避難用シェルター,,,,,,,,,,,,,,,,Nagano,,,POINT (138.5142873 36.4085727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 5519588827)",,,,shelter,,,,,"['36.3670404', '36.3671404', '138.6562253', '138.6563253']",,,,,,,,,安中市,,,,,"見晴台, 町道三度山線, 松井田町峠, 安中市, 北佐久郡, 群馬県, 〒389-0104, 日本",,,,,,,,POINT (138.6558611 36.3670322),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagano,,,POINT (138.6558611 36.3670322),〒389-0104,群馬県,,,,,,,,,,,,pavilion,,,,,,,,,,,,,,,,,,,,,,,
"('node', 5731362484)",,,,shelter,,,,,"['36.3553103', '36.3560106', '138.3740792', '138.3754893']",,,,,,,,,東御市,,,,,"道の駅雷電くるみの里, 東御市, 長野県, 389-0512, 日本",,,,,,,,POINT (138.3749484 36.3551317),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagano,,,POINT (138.3749484 36.3551317),389-0512,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6033005240)",,,,shelter,,,,,[],,,,,,,,,須坂市,,,,,"米子大瀑布（観爆）, 米子須坂線, 須坂市, 長野県, 日本",,,,,,,,POINT (138.4069242 36.5726255),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagano,,,POINT (138.4069242 36.5726255),,長野県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6357719839)",,,,shelter,,,,,[],,,,,,,,,,,,,,"軽井沢町, 北佐久郡, 長野県, 389-0111, 日本",,,,,,,,POINT (138.5758573 36.3841203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagano,,,POINT (138.5758573 36.3841203),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6357719865)",,,,shelter,,,,,[],,,,,,,,,,,,,,"千ヶ滝駐車場, 日本ロマンチック街道, 軽井沢町, 北佐久郡, 長野県, 389-0111, 日本",,,,,,,,POINT (138.5758727 36.383391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagano,,,POINT (138.5758727 36.383391),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6357719883)",,,,shelter,,,,,[],,,,,,,,,,,,,,"軽井沢町, 北佐久郡, 長野県, 389-0111, 日本",,,,,,,,POINT (138.5729492 36.3886475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagano,,,POINT (138.5729492 36.3886475),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6357719904)",,,,shelter,,,,,[],,,,,,,,,,,,,,"大字長倉, 軽井沢町, 北佐久郡, 長野県, 389-0111, 日本",,,,,,,,POINT (138.5888098 36.3611773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagano,,,POINT (138.5888098 36.3611773),,,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('node', 6525806209)",,,,shelter,,,,,[],,,,,,,,,,,,,,"相生町三丁目, 小諸市, 長野県, 3848588, 日本",,,,,,,,POINT (138.4256337 36.3281973),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagano,,,POINT (138.4256337 36.3281973),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7946496611)",,,,shelter,,,,,[],,,,,,,,,,,,,,"大前須坂線, 高山村, 上高井郡, 長野県, 日本",,,,,,,,POINT (138.4169647 36.6635307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagano,,,POINT (138.4169647 36.6635307),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 8601438404)",,,,shelter,,,,,"['36.3732899', '36.3733899', '138.2612439', '138.2613439']",,,,,,,,,上田市,,,,,"小牧城址 (上の城), 上田塩川線, 上田市, 長野県, 386-0016, 日本",,,,,,,,POINT (138.2613073 36.3733453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagano,,,POINT (138.2613073 36.3733453),386-0016,長野県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 232588665)",,,,shelter,,,,,[],,,,,,,,,須坂市,,,,,"米子大瀑布（観爆）, 米子須坂線, 須坂市, 長野県, 日本",,,,,,,,"POLYGON ((138.4068307 36.572702, 138.4068399 36.5726647, 138.4068892 36.5726721, 138.4068801 36.5727121, 138.4068307 36.572702))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[2409331203, 2409331201, 2409331202, 2409331200, 2409331203]",,,,,,,Nagano,,,POINT (138.4068602379448 36.57268781986524),,長野県,,,,,,,,,,,,picnic_shelter,,Bing,,,,,,,,,,,,,,,,,,,,,
"('way', 245623219)",,,,shelter,,,,,"['36.3554692', '36.3555692', '138.3739918', '138.3740918']",,yes,,,,,,,東御市,,,,,"ライちゃんカフェ, 道の駅雷電くるみの里, 東御市, 長野県, 389-0512, 日本",,,,,,,,"POLYGON ((138.3741199 36.3554309, 138.3740385 36.3554506, 138.374068 36.3555299, 138.3741495 36.3555103, 138.3741199 36.3554309))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[2527860542, 2527860543, 2527860551, 2527860548, 2527860542]",,,,,,,Nagano,,,POINT (138.3740939864833 36.35548042732479),389-0512,長野県,,,,,,,,,,,,,,GPS; Bing,,,,,,,,,,,,,,,,,,,,,
"('way', 691856184)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"中部北陸自然歩道, 旧中山道, 大字御代田, 御代田町, 北佐久郡, 長野県, 385-0009, 日本",,,,,,,,"POLYGON ((138.5079217 36.3157476, 138.5079317 36.3157314, 138.5079533 36.3157308, 138.5079664 36.3157463, 138.507954 36.3157631, 138.5079332 36.3157631, 138.5079217 36.3157476))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6493457610, 6493457611, 6493457612, 6493457613, 6493457614, 6493457615, 6493457610]",,,,,,,Nagano,,,POINT (138.5079436756954 36.31574700486522),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 691867206)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"借宿小諸線, 大字草越, 御代田町, 北佐久郡, 長野県, 385-0009, 日本",,,,,,,,"POLYGON ((138.5185847 36.3100701, 138.5185555 36.3100522, 138.5185555 36.3100193, 138.5185835 36.3100042, 138.5186185 36.3100174, 138.5186185 36.3100531, 138.5185847 36.3100701))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6493687366, 6493687367, 6493687368, 6493687369, 6493687370, 6493687371, 6493687366]",,,,,,,Nagano,,,POINT (138.5185869936714 36.3100363926605),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 691867207)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"御代田町, 北佐久郡, 長野県, 385-0009, 日本",,,,,,,,"POLYGON ((138.5193709 36.3105581, 138.5193693 36.3105411, 138.519388 36.3105275, 138.5194115 36.3105292, 138.5194107 36.3105513, 138.5193925 36.3105612, 138.5193709 36.3105581))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6493687372, 6493687373, 6493687374, 6493687375, 6493687376, 6493687377, 6493687372]",,,,,,,Nagano,,,POINT (138.5193911053491 36.31054422886501),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 692597941)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"甲, 小諸市, 長野県, 384-0006, 日本",,,,,,,,"POLYGON ((138.4349848 36.3110165, 138.4349852 36.3109936, 138.4350754 36.3109947, 138.4350749 36.3110175, 138.4349848 36.3110165))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6502183403, 6502183404, 6502183405, 6502183406, 6502183403]",,,,,,,Nagano,,,POINT (138.4350300425553 36.31100557246829),,,,,,,,,,,,,,sun_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 692597942)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"甲, 小諸市, 長野県, 384-0006, 日本",,,,,,,,"POLYGON ((138.4352565 36.3110003, 138.4352562 36.3109763, 138.4353502 36.3109756, 138.4353504 36.3109996, 138.4352565 36.3110003))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6502183407, 6502183408, 6502183409, 6502183410, 6502183407]",,,,,,,Nagano,,,POINT (138.4353033247348 36.31098794787318),,,,,,,,,,,,,,sun_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 692597943)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"乙女, 小諸市, 長野県, 384-0006, 日本",,,,,,,,"POLYGON ((138.4360098 36.3106477, 138.4359882 36.3106175, 138.4360103 36.3105865, 138.4360509 36.3105867, 138.436075 36.3106173, 138.4360504 36.3106479, 138.4360098 36.3106477))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6502183411, 6502183415, 6502183412, 6502183413, 6502183416, 6502183414, 6502183411]",,,,,,,Nagano,,,POINT (138.436031051257 36.31061722482908),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 692597944)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"乙女, 小諸市, 長野県, 384-0006, 日本",,,,,,,,"POLYGON ((138.4359334 36.3115786, 138.4360122 36.3115781, 138.4360118 36.3115286, 138.43598 36.3115287, 138.435933 36.311529, 138.4359334 36.3115786))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6502183417, 6502183418, 6502183419, 6502962207, 6502183420, 6502183417]",,,,,,,Nagano,,,POINT (138.4359725882018 36.31155355975215),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 692597945)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"乙女, 小諸中込線, 乙女, 小諸市, 長野県, 384-0055, 日本",,,,,,,,"POLYGON ((138.4397851 36.3113965, 138.4398138 36.3113541, 138.4398767 36.3113817, 138.439848 36.3114241, 138.4397851 36.3113965))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6502183421, 6502183422, 6502183423, 6502183424, 6502183421]",,,,,,,Nagano,,,POINT (138.4398309 36.31138910000001),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 692684732)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"赤坂二丁目, 小諸市, 長野県, 3848588, 日本",,,,,,,,"POLYGON ((138.4215616 36.3182383, 138.4215952 36.3182375, 138.4215939 36.3182028, 138.4215603 36.3182036, 138.4215616 36.3182383))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6503141175, 6503141176, 6503141177, 6503141178, 6503141175]",,,,,,,Nagano,,,POINT (138.42157775 36.31822055),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 692684733)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"南町三丁目, 小諸市, 長野県, 3848588, 日本",,,,,,,,"POLYGON ((138.4257983 36.3169477, 138.4257713 36.3169176, 138.4258359 36.31688, 138.4258629 36.3169101, 138.4257983 36.3169477))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6503141179, 6503141180, 6503141181, 6503141182, 6503141179]",,,,,,,Nagano,,,POINT (138.4258171 36.31691385),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 692684734)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"南町三丁目, 小諸市, 長野県, 3848588, 日本",,,,,,,,"POLYGON ((138.4262986 36.317574, 138.4263018 36.3175026, 138.4263501 36.3175039, 138.4263469 36.3175754, 138.4262986 36.317574))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6503141183, 6503141184, 6503141185, 6503141186, 6503141183]",,,,,,,Nagano,,,POINT (138.4263243556016 36.31753897570866),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 693459202)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"富士見城跡, 上信越自動車道, 大字諸, 小諸市, 長野県, 3840043, 日本",,,,,,,,"POLYGON ((138.4196877 36.3442246, 138.4197094 36.3442053, 138.4197381 36.3442263, 138.4197165 36.3442455, 138.4196877 36.3442246))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6510416599, 6510416600, 6510416601, 6510416602, 6510416599]",,,,,,,Nagano,,,POINT (138.4197129136055 36.34422541600124),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 693459203)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"富士見城跡, 上信越自動車道, 大字諸, 小諸市, 長野県, 3840043, 日本",,,,,,,,"POLYGON ((138.417537 36.3456115, 138.4175882 36.3455978, 138.4175743 36.3455643, 138.4175231 36.345578, 138.417537 36.3456115))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6510416603, 6510416604, 6510416605, 6510416606, 6510416603]",,,,,,,Nagano,,,POINT (138.41755565 36.34558790000001),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 693459247)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"大字諸, 小諸市, 長野県, 3840043, 日本",,,,,,,,"POLYGON ((138.4215294 36.3425827, 138.4215702 36.3425537, 138.4216468 36.3426235, 138.421606 36.3426525, 138.4215294 36.3425827))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6510416935, 6510416936, 6510416937, 6510416938, 6510416935]",,,,,,,Nagano,,,POINT (138.4215881 36.34260310000001),,,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,
"('way', 693545897)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"浅間山麓野草園, 八幡小諸線, 古城二丁目, 小諸市, 長野県, 3840031, 日本",,,,,,,,"POLYGON ((138.4211284 36.3282213, 138.4211086 36.3281926, 138.4211465 36.3281756, 138.4211663 36.3282043, 138.4211284 36.3282213))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6511376841, 6511376842, 6511376843, 6511376844, 6511376841]",,,,,,,Nagano,,,POINT (138.42113745 36.32819845),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 694967392)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"水の手展望台, 酔月橋, 丁, 小諸市, 長野県, 3840031, 日本",,,,,,,,"POLYGON ((138.4162293 36.3273831, 138.4162248 36.3273837, 138.4162209 36.3273855, 138.416218 36.3273883, 138.4162163 36.3273916, 138.4162161 36.327395, 138.4162173 36.3273983, 138.4162197 36.3274012, 138.4162231 36.3274032, 138.4162271 36.3274043, 138.4162313 36.3274043, 138.4162353 36.3274034, 138.4162388 36.3274013, 138.4162412 36.3273986, 138.4162425 36.3273953, 138.4162423 36.3273916, 138.4162407 36.3273883, 138.4162377 36.3273855, 138.4162338 36.3273837, 138.4162293 36.3273831))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6528000829, 6528000830, 6528000831, 6528000832, 6528000814, 6528000815, 6528000816, 6528000817, 6528000818, 6528000824, 6528000825, 6528000826, 6528000827, 6528000828, 6528000819, 6528000820, 6528000821, 6528000822, 6528000823, 6528000829]",,,,,,,Nagano,,,POINT (138.4162293242662 36.32739379150241),,,,,,,,,,,,,,sun_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 694967393)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"小諸八重紅枝垂, 酔月橋, 丁, 小諸市, 長野県, 3840031, 日本",,,,,,,,"POLYGON ((138.4168875 36.327126, 138.4168986 36.3270973, 138.4169372 36.327107, 138.416926 36.3271357, 138.4168875 36.327126))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6528000833, 6528000834, 6528000835, 6528000836, 6528000833]",,,,,,,Nagano,,,POINT (138.4169123297613 36.32711649499399),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 694967394)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"富士見展望台, 白鶴橋, 丁, 小諸市, 長野県, 3840031, 日本",,,,,,,,"POLYGON ((138.4172264 36.3256441, 138.4172271 36.3256124, 138.4172681 36.3256129, 138.4172675 36.3256446, 138.4172264 36.3256441))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6528000837, 6528000838, 6528000839, 6528000840, 6528000837]",,,,,,,Nagano,,,POINT (138.4172472747367 36.32562850643203),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 695581951)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"軽井沢町, 北佐久郡, 長野県, 389-0111, 日本",,,,,,,,"POLYGON ((138.563226 36.3494759, 138.5632505 36.3494429, 138.563293 36.3494634, 138.5632685 36.3494964, 138.563226 36.3494759))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6531677868, 6531677869, 6531677870, 6531677871, 6531677868]",,,,,,,Nagano,,,POINT (138.5632595 36.34946965),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
